At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
Y,747,1,"1925, August",VIII,358,1925-08-28,28 August 1925,,,2,Elbert Newton,1-3 Rue des Italiens,Paris,"1-3 Rue des Italiens, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,749,1,"1925, August",VIII,362,1925-08-29,29 August 1925,,,1,B. Mirline,28 Rue Saint Lazare,Paris,"28 Rue Saint Lazare, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,Addressed from Royat.,,
N,733,,,VIII,344,1925-08-2x,1925-08-2x,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Bill,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,187,1,"1925, August",IX,7,1925-08-31,31 August 1925,,,1,Paul Demasy,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,188,1,"1925, August",IX,8,1925-09-08,08 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Paul Demasy,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,Letter about the abortive project on Judith for Ida Rubinstein. Might be addressed to Paul Demasy.,,
Y,750,1,"1925, August",VIII,363,1925-08-31,31 August 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Boris Vladimirovich Asafiev,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,751,1,"1925, August",VIII,364,1925-08-31,31 August 1925,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Pierre Petrovich Souvchinsky,Not stated,Paris,Paris,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,752,1,"1925, August",VIII,365,1925-08-31,31 August 1925,,,1,Kalashnikova,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
N,678,,,VIII,264,1925-08-xx,August 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Working document,Handwritten,Photocopy,Music,Bibliothèque Nationale de France,,,
Y,685,1,"1925, August",VIII,275,,,,,1,Boris Kokhno,Not stated,Paris,Paris,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Memo,Handwritten,Original,English,Bibliothèque Nationale de France,"Address of 'Dukelsky, Brighton Hall Hotel, Cartwright Gardens, London'.",,
Y,703,1,"1925, August",VIII,301,1925-08,01 August 1925,,,1,Ilia Lapina,75-77 Rue Denfert-Rochereau,Paris,"75-77 Rue Denfert-Rochereau, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Envelope,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,708,,,VIII,311,1925-08-xx,August 1925,,,4,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Working document,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,,,
N,709,,,VIII,311,1925-08-xx,August 1925,,,3,Not stated,Not stated,Not stated,Not stated,Not stated,Serge Pavlovich Diaghilev,Not stated,Not stated,Not stated,Not stated,Working document,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,Sketches and notes by Iakulev?,,
N,718,,,VIII,325,1925-08-xx,August 1925,,,3,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Article,Draft,Photocopy,Russian,Bibliothèque Nationale de France,Typed biographical notes on SP's life 1922 - 1925,,
Y,`,1,"1925, August",VIII,329,1925-08,01 August 1925,,,2,Jean Marnold,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,748,,,VIII,360,1925-08-xx,August 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Article,Draft,Photocopy,Russian,Bibliothèque Nationale de France,Typed,,
N,11788,,,VIII,302,1925-08-xx,August 1925,,,1,Ilia Lapina,75-77 Rue Denfert-Rochereau,Paris,"75-77 Rue Denfert-Rochereau, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Envelope,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,11789,1,"1925, August",VIII,303,1925-08-xx,August 1925,,,1,Ilia Lapina,75-77 Rue Denfert-Rochereau,Paris,"75-77 Rue Denfert-Rochereau, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Envelope,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,182,1,"1925, September",IX,1,1925-09-xx,September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A. Albin,Not stated,Not stated,Not stated,Not stated,Draft letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,183,1,"1925, September",IX,3,1925-09-01,01 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Lazare Saminsky,Not stated,Not stated,Not stated,Not stated,Draft letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,184,1,"1925, September",IX,2,1925-09-01,01 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Parnet,Not stated,Not stated,Not stated,Not stated,Draft letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,195,1,"1925, September",IX,19,1925-09-01,01 September 1925,,,2,Georgii Iakulov,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
N,11628,,,XLII,121,1925-09-01,01 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fatma Samoilenko,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Photocopy,Russian,Houghton Library,,,
Y,185,1,"1925, September",IX,4,1925-09-02,02 September 1925,,,2,Parnet,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,186,1,"1925, September",IX,6,1925-09-02,02 September 1925,,,1,Konstantin Balmont,Not stated,St. Gilles,St. Gilles,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
N,189,,,IX,9,1925-09-02,02 September 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Sketch,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,Sketches for Le pas d'acier ballet.,,
Y,190,1,"1925, September",IX,11,1925-09-02,02 September 1925,,,2,Boris Georgievich Romanov,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,191,1,"1925, September",IX,12,1925-09-07,07 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Boris Georgievich Romanov,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,192,1,"1925, September",IX,13,1925-09-02,02 September 1925,,,1,Boris Stepanovich Zakharov,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,193,1,"1925, September",IX,15,1925-09-02,02 September 1925,,,2,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Elbert Newton,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,194,1,"1925, September",IX,17,1925-09-03,03 September 1925,,,2,Ekaterina Raevskaya,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,196,1,"1925, September",IX,21,1925-09-03,03 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Parnet,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,197,1,"1925, September",IX,22,1925-09-05,05 September 1925,,,1,Kalashnikova,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,198,1,"1925, September",IX,23,1925-09-05,05 September 1925,,,1,Ephraim Gottlieb,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,200,1,"1925, September",IX,28,1925-09-07,07 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Fatma Samoilenko,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Draft of XLII/123.,,
Y,201,1,"1925, September",IX,29,1925-09-07,07 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A Komarov,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,204,1,"1925, September",IX,33,1925-09-07,07 September 1925,,,1,Serge Koussevitzky,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Telegram,Handwritten,Original,French,Bibliothèque Nationale de France,,,
N,11630,,,XLII,123,1925-09-07,07 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fatma Samoilenko,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Photocopy,Russian,Houghton Library,,,
N,11631,,,XLII,124,1925-09-07,07 September 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Fatma Samoilenko,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Photocopy,Russian,Houghton Library,Accompanying XLII / 123.,,
Y,203,1,"1925, September",IX,32,1925-09-08,08 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Guido Boni,Via Vittoria 6,Rome,"Via Vittoria 6, Rome",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
N,11632,,,XLII,126,1925-09-08,08 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fatma Samoilenko,1 Avenue Émile Deschanel,Paris,"1 Avenue Émile Deschanel, Paris",Not stated,Envelope,Typed,Photocopy,French,Houghton Library,Envelope containing XLII / 123 and XLII / 124.,,
N,228,,,IX,65,1925-09-09,09 September 1925,,,4,Not stated,Not stated,Cologne,Cologne,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Schedule,Printed,Photocopy,German,Bibliothèque Nationale de France,,,
Y,205,1,"1925, September",IX,34,1925-09-10,10 September 1925,,,1,Clerical assistant,Vasagatan 23 - 25 N.8.,Stockholm,"Vasagatan 23 - 25 N.8., Stockholm",Kosertforeningen,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,206,1,"1925, September",IX,35,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Kosertforeningen,Letter,Draft,Original,French,Bibliothèque Nationale de France,Various drafts on single side,,
Y,,1,"1925, September",IX,35,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Russischer Musikverlag,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,207,1,"1925, September",IX,36,1925-09-11,11 September 1925,,,1,B. Mirline,28 Rue Saint Lazare,Paris,"28 Rue Saint Lazare, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,208,1,"1925, September",IX,37,1925-09-11,11 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,B. Mirline,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,209,1,"1925, September",IX,38,1925-09-11,11 September 1925,,,2,A. Albin,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,With draft of SP's reply in French,,
Y,,1,"1925, September",IX,39,1925-09-13,13 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A. Albin,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,210,1,"1925, September",IX,40,1925-09-11,11 September 1925,,,1,Pierre Petrovich Souvchinsky,124 Rue de la Pompe,Paris,"124 Rue de la Pompe, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,218,1,"1925, September",IX,51,1925-09-11,11 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Weissmann,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,217,1,"1925, September",IX,50,1925-09-12,12 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Boris Georgievich Romanov,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,211,1,"1925, September",IX,41,1925-09-11,11 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Iosif Vladimirovich Gessen,Not stated,Berlin,Berlin,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,212,1,"1925, September",IX,42,1925-09-12,12 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Boris Vladimirovich Asafiev,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,213,1,"1925, September",IX,43,1925-09-12,12 September 1925,,,2,Vladimir Alexandrovich Dukelsky,Not stated,Nice,Nice,Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,214,1,"1925, September",IX,45,1925-09-12,12 September 1925,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,215,1,"1925, September",IX,47,1925-09-12,12 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Parnet,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,216,1,"1925, September",IX,49,1925-09-12,12 September 1925,,,2,Fyodor Weber,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,219,1,"1925, September",IX,52,1925-09-12,12 September 1925,,,1,Clerical assistant,47 Rue Blanche,Paris,"47 Rue Blanche, Paris",Societe Philarmonique de Paris,Sergey Sergeevich Prokofiev,32 Rue Casset,Paris,"32 Rue Casset, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,220,1,"1925, September",IX,53,1925-09-16,16 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,47 Rue Blanche,Paris,"47 Rue Blanche, Paris",Societe Philarmonique de Paris,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,221,1,"1925, September",IX,54,1925-09-14,14 September 1925,,,2,Ms Brimont,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,"Signed ""Brimont?""",,
Y,222,1,"1925, September",IX,56,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Valter Fedorovich Nuvel,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,223,1,"1925, September",IX,57,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Clerical assistant,Via Delle Finanze 14,Rome,"Via Delle Finanze 14, Rome",Direzione Italiana Concerti,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,224,1,"1925, September",IX,58,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Clerical assistant,Not stated,Leipzig,Leipzig,Breitkopf & Hartel,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,225,1,"1925, September",IX,59,1925-09-14,14 September 1925,,,1,Lucien Chevaillier,12 Rue Schweighaeuser,Strasbourg,"12 Rue Schweighaeuser, Strasbourg",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,226,1,"1925, September",IX,60,1925-10-15,15 October 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Lucien Chevaillier,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,229,1,"1925, September",IX,69,1925-09-14,14 September 1925,,,1,A. Jasmin,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,230,1,"1925, September",IX,70,1925-09-15,15 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,most likely Mr Jasmin,,
Y,231,1,"1925, September",IX,71,1925-09-14,14 September 1925,,,1,Boris Georgievich Romanov,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
N,11633,,,XLII,127,1925-09-14,14 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Fatma Samoilenko,1 Avenue Émile Deschanel,Paris,"1 Avenue Émile Deschanel, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Houghton Library,,,
Y,232,1,"1925, September",IX,72,1925-09-15,15 September 1925,,,1,Valter Fedorovich Nuvel,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,233,1,"1925, September",IX,73,1925-09-15,15 September 1925,,,2,Parnet,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,234,1,"1925, September",IX,75,1925-09-15,15 September 1925,,,2,Mariia Viktorovna Borovskaya,28 quni de Passy,Paris,"28 quni de Passy, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,235,1,"1925, September",IX,77,1925-09-15,15 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Guido Boni,Via Vittoria 6,Rome,"Via Vittoria 6, Rome",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,236,1,"1925, September",IX,78,1925-09-15,15 September 1925,,,2,Boris Georgievich Romanov,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,199,1,"1925, September",IX,24,1925-09-16,16 September 1925,,,4,A Komarov,1 Rue des Ponts,Pau,"1 Rue des Ponts, Pau",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
N,237,,,IX,80,1925-09-16,16 September 1925,,,1,Not stated,21 Boulevard Montmartre,Paris,"21 Boulevard Montmartre, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Bill,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,238,1,"1925, September",IX,81,1925-09-17,17 September 1925,,,2,Fyodor Weber,Dessauerstrasse 17,Berlin,"Dessauerstrasse 17, Berlin",Not stated,Sergey Sergeevich Prokofiev,Not stated,Bourron-Marlotte,Bourron-Marlotte,Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,239,1,"1925, September",IX,83,1925-09-17,17 September 1925,,,1,A. Jasmin,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,,1,"1925, September",IX,84,1925-09-22,22 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A. Jasmin,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,241,1,"1925, September",IX,85,1925-09-18,18 September 1925,,,2,Guido Boni,Via Vittoria 6,Rome,"Via Vittoria 6, Rome",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,242,1,"1925, September",IX,87,1925-09-21,21 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Guido Boni,Via Vittoria 6,Rome,"Via Vittoria 6, Rome",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Also draft to Direzione Italiane Concerti in French dated 21/09/1925 on same page.,,
Y,,1,"1925, September",IX,87,1925-09-21,21 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Rome,Rome,Direzione Italiana Concerti,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,243,1,"1925, September",IX,88,1925-09-19,19 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Fyodor Weber,Not stated,Berlin,Berlin,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,244,1,"1925, September",IX,89,1925-09-20,20 September 1925,,,2,Alexander Matveevich Moskovsky,8 Brachthuizerstaat,Not stated,"8 Brachthuizerstaat, ",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,,1,"1925, September",IX,90,1925-09-27,27 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Alexander Matveevich Moskovsky,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,335,1,"1925, September",IX,213,1925-09-20,20 September 1925,,,1,Boris Vladimirovich Asafiev,Not stated,Not stated,Not stated,Not stated,Ernest Alexandrovich Oeberg,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,245,1,"1925, September",IX,91,1925-09-21,21 September 1925,,,4,A. Albin,8 Faubourg St. Denis,Paris,"8 Faubourg St. Denis, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,With draft of letter from SP in French dated 22.,,
Y,,1,"1925, September",IX,94,1925-09-22,22 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,A. Albin,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,246,1,"1925, September",IX,95,1925-09-21,21 September 1925,,,1,Clerical assistant,Vasagatan 23 - 25 N.8.,Stockholm,"Vasagatan 23 - 25 N.8., Stockholm",Konsertofferingen,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,Draft note from SP on letter.,,
Y,,1,"1925, September",IX,95,1925-09-28,28 September 1925,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,Not stated,Not stated,Kosertforeningen,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,247,1,"1925, September",IX,96,1925-09-21,21 September 1925,,,1,Clerical assistant,Nürnbergerstrasse 36,Leipzig,"Nürnbergerstrasse 36, Leipzig",Breitkopf & Hartel,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,249,1,"1925, September",IX,99,1925-09-22,22 September 1925,,,1,Ernest Alexandrovich Oeberg,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,250,1,"1925, September",IX,100,1925-09-22,22 September 1925,,,1,Alfredo Casella,Not stated,Rome,Rome,Not stated,P. Boquel,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,251,1,"1925, September",IX,101,1925-09-22,22 September 1925,,,1,B. Mirline,28 Rue Saint Lazare,Paris,"28 Rue Saint Lazare, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
